game_id,time_elapsed,lead_diff,home_win,N_window,n_window,prior,alpha,beta,win_prob
401851183,432,-1,1,12788,7912,,1,1,0.6186864738076623
401851183,433,-1,1,12766,7883,,1,1,0.6174812030075187
401851183,434,-1,1,12746,7861,,1,1,0.6167241920301224
401851183,435,-1,1,12745,7852,,1,1,0.6160665254569703
401851183,436,-1,1,12734,7839,,1,1,0.6155778894472361
401851183,437,-1,1,12731,7831,,1,1,0.6150946359852352
401851183,438,-1,1,12726,7819,,1,1,0.6143934632306726
401851183,439,-1,1,12733,7823,,1,1,0.6143698468786808
401851183,440,-1,1,12745,7838,,1,1,0.6149682278183102
401851183,441,-1,1,12748,7839,,1,1,0.6149019607843137
401851183,442,-1,1,12749,7839,,1,1,0.6148537369618069
401851183,443,-1,1,12754,7841,,1,1,0.6147695202257761
401851183,444,-1,1,12757,7841,,1,1,0.6146249706089819
401851183,445,-1,1,12756,7841,,1,1,0.6146731462611694
401851183,446,-1,1,12748,7830,,1,1,0.6141960784313726
401851183,447,-1,1,12734,7818,,1,1,0.6139290201005025
401851183,448,-1,1,12729,7813,,1,1,0.613777393763255
401851183,449,-1,1,12728,7811,,1,1,0.613668499607227
401851183,450,-1,1,12724,7806,,1,1,0.6134684897061135
401851183,451,-1,1,12718,7803,,1,1,0.6135220125786164
401851183,452,-1,1,12717,7801,,1,1,0.6134130041669943
